spend_id;spend_date;campaign_id;campaign_name;channel;impressions;clicks;spend_rub
1000;2024-08-24;YA_GENERIC;Yandex Generic;Yandex Ads;5337;214;6945
1001;2024-08-24;VK_RETARGET;VK Retargeting;VK Ads;16392;160;3092
1002;2024-08-24;TG_LOCAL;Telegram Chelyabinsk;Telegram;6422;114;1946
1003;2024-08-24;VK_SUMMER;VK Summer Gadgets;VK Ads;65653;516;8305
1004;2024-08-25;YA_BRAND;Yandex Brand;Yandex Ads;2952;167;4135
1005;2024-08-25;YA_GENERIC;Yandex Generic;Yandex Ads;5258;232;7325
1006;2024-08-25;VK_RETARGET;VK Retargeting;VK Ads;16380;168;3004
1007;2024-08-25;TG_LOCAL;Telegram Chelyabinsk;Telegram;7370;132;2136
1008;2024-08-25;VK_SUMMER;VK Summer Gadgets;VK Ads;74539;593;8836
1009;2024-08-26;YA_BRAND;Yandex Brand;Yandex Ads;3181;169;4227
1010;2024-08-26;YA_GENERIC;Yandex Generic;Yandex Ads;6682;284;9018
1011;2024-08-26;VK_RETARGET;VK Retargeting;VK Ads;20931;204;3716
1012;2024-08-26;TG_LOCAL;Telegram Chelyabinsk;Telegram;6351;118;1977
1013;2024-08-26;VK_SUMMER;VK Summer Gadgets;VK Ads;83207;697;10499
1014;2024-08-27;YA_BRAND;Yandex Brand;Yandex Ads;3507;189;4348
1015;2024-08-27;YA_GENERIC;Yandex Generic;Yandex Ads;5732;244;8050
1016;2024-08-27;VK_RETARGET;VK Retargeting;VK Ads;19587;206;4017
1017;2024-08-27;TG_LOCAL;Telegram Chelyabinsk;Telegram;6159;114;1976
1018;2024-08-27;VK_SUMMER;VK Summer Gadgets;VK Ads;82910;638;9965
1019;2024-08-28;YA_BRAND;Yandex Brand;Yandex Ads;3059;176;4349
1020;2024-08-28;YA_GENERIC;Yandex Generic;Yandex Ads;6713;292;8479
1021;2024-08-28;VK_RETARGET;VK Retargeting;VK Ads;20980;216;4135
1022;2024-08-28;TG_LOCAL;Telegram Chelyabinsk;Telegram;8067;144;2387
1023;2024-08-28;VK_SUMMER;VK Summer Gadgets;VK Ads;87321;670;10502
1024;2024-08-29;YA_BRAND;Yandex Brand;Yandex Ads;3521;194;4409
1025;2024-08-29;YA_GENERIC;Yandex Generic;Yandex Ads;7050;291;8961
1026;2024-08-29;VK_RETARGET;VK Retargeting;VK Ads;21802;211;4046
1027;2024-08-29;TG_LOCAL;Telegram Chelyabinsk;Telegram;7284;134;2251
1028;2024-08-29;VK_SUMMER;VK Summer Gadgets;VK Ads;77394;635;9866
1029;2024-08-30;YA_BRAND;Yandex Brand;Yandex Ads;3911;205;5144
1030;2024-08-30;YA_GENERIC;Yandex Generic;Yandex Ads;6489;268;8904
1031;2024-08-30;VK_RETARGET;VK Retargeting;VK Ads;19627;200;3767
1032;2024-08-30;TG_LOCAL;Telegram Chelyabinsk;Telegram;6516;122;2126
1033;2024-08-30;VK_SUMMER;VK Summer Gadgets;VK Ads;84450;672;9855
1034;2024-08-31;YA_BRAND;Yandex Brand;Yandex Ads;2853;162;3718
1035;2024-08-31;YA_GENERIC;Yandex Generic;Yandex Ads;5206;229;7554
1036;2024-08-31;VK_RETARGET;VK Retargeting;VK Ads;19775;192;3448
1037;2024-08-31;TG_LOCAL;Telegram Chelyabinsk;Telegram;6649;115;1952
1038;2024-08-31;VK_SUMMER;VK Summer Gadgets;VK Ads;73795;577;8500
