payment_id;order_id;payment_datetime;payment_method;payment_status;failure_reason;amount
1104644;704644;2024-07-18 20:24:52;СБП;failed;Отклонено банком;5512
1104645;704645;2024-07-18 15:35:55;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;2340
1104646;704646;2024-07-18 15:39:23;Банковская карта;refunded;;37136
1104647;704647;2024-07-18 19:11:14;Наличными при получении;successful;;10757
1104648;704648;2024-07-18 17:54:47;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;3171
1104649;704649;2024-07-18 21:47:03;СБП;failed;Пользователь отменил оплату;39795
1104650;704650;2024-07-18 19:27:34;Банковская карта;successful;;35540
1104651;704651;2024-07-18 20:25:55;Банковская карта;refunded;Заказ отменён клиентом после оплаты;3190
1104652;704652;2024-07-18 17:45:29;Банковская карта;failed;Недостаточно средств;2990
1104653;704653;2024-07-18 16:19:30;Банковская карта;successful;;42270
1104654;704654;2024-07-18 19:59:57;Банковская карта;failed;Недостаточно средств;6966
1104655;704655;2024-07-18 19:04:42;Банковская карта;successful;;34975
1104656;704656;2024-07-18 16:27:10;Банковская карта;successful;;28835
1104657;704657;2024-07-18 19:53:10;СБП;refunded;;44788
1104658;704658;2024-07-18 18:56:08;Банковская карта;successful;;60568
1104659;704659;2024-07-18 20:45:07;Банковская карта;successful;;18311
1104660;704660;2024-07-18 23:45:50;Наличными при получении;successful;;1580
1104661;704661;2024-07-18 16:51:43;Банковская карта;successful;;86671
1104662;704662;2024-07-18 12:07:48;СБП;successful;;4345
1104663;704663;2024-07-18 14:02:14;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;18490
1104664;704664;2024-07-18 17:38:43;Наличными при получении;successful;;33567
1104665;704665;2024-07-18 17:10:37;Наличными при получении;successful;;10990
1104666;704666;2024-07-18 11:20:59;Банковская карта;failed;Ошибка платёжного шлюза;80208
1104667;704667;2024-07-19 22:43:50;Банковская карта;successful;;744
1104668;704668;2024-07-19 14:07:12;СБП;successful;;1265
1104669;704669;2024-07-19 19:50:14;Банковская карта;successful;;19490
1104670;704670;2024-07-19 20:27:19;Банковская карта;failed;Недостаточно средств;18345
1104671;704671;2024-07-19 17:57:17;Банковская карта;successful;;109090
1104672;704672;2024-07-19 12:22:20;СБП;failed;Недостаточно средств;56567
1104673;704673;2024-07-19 21:56:10;СБП;successful;;23729
1104674;704674;2024-07-19 17:59:10;Банковская карта;successful;;8490
1104675;704675;2024-07-19 19:38:44;Рассрочка;successful;;9080
1104676;704676;2024-07-19 20:25:05;Банковская карта;successful;;27680
1104677;704677;2024-07-19 17:30:24;Рассрочка;successful;;26790
1104678;704678;2024-07-19 14:30:18;Наличными при получении;successful;;25751
1104679;704679;2024-07-19 22:54:46;Рассрочка;failed;Пользователь отменил оплату;7490
1104680;704680;2024-07-19 17:31:05;СБП;successful;;2780
1104681;704681;2024-07-19 16:00:13;СБП;successful;;1857
1104682;704682;2024-07-19 20:04:35;СБП;successful;;1090
1104683;704683;2024-07-19 13:34:37;Рассрочка;successful;;54493
1104684;704684;2024-07-19 21:11:12;Рассрочка;successful;;3911
1104685;704685;2024-07-19 14:34:15;Банковская карта;successful;;82717
1104686;704686;2024-07-19 17:26:12;Банковская карта;successful;;14980
1104687;704687;2024-07-19 13:24:26;Банковская карта;successful;;19386
1104688;704688;2024-07-19 17:36:29;СБП;successful;;1305
1104689;704689;2024-07-19 21:22:44;Наличными при получении;failed;Пользователь отменил оплату;23190
1104690;704690;2024-07-20 14:00:06;Рассрочка;successful;;19956
1104691;704691;2024-07-20 16:20:00;Банковская карта;successful;;36795
1104692;704692;2024-07-20 11:00:16;Банковская карта;successful;;31218
1104693;704693;2024-07-20 19:03:43;Банковская карта;successful;;23645
1104694;704694;2024-07-20 19:10:02;Наличными при получении;successful;;1668
1104695;704695;2024-07-20 10:30:15;СБП;successful;;32071
1104696;704696;2024-07-20 16:22:33;СБП;successful;;2035
1104697;704697;2024-07-20 20:59:09;Банковская карта;successful;;70825
1104698;704698;2024-07-20 19:42:41;СБП;successful;;54991
1104699;704699;2024-07-20 22:41:50;Наличными при получении;successful;;36603
1104700;704700;2024-07-20 17:07:22;СБП;failed;Пользователь отменил оплату;23345
1104701;704701;2024-07-20 14:33:05;СБП;refunded;;3090
1104702;704702;2024-07-20 11:29:39;СБП;failed;Ошибка платёжного шлюза;1326
1104703;704703;2024-07-20 17:01:53;Рассрочка;successful;;29357
1104704;704704;2024-07-20 19:01:48;СБП;successful;;27680
1104705;704705;2024-07-20 14:38:00;СБП;successful;;7051
1104706;704706;2024-07-20 23:39:34;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;35254
1104707;704707;2024-07-21 18:49:41;Наличными при получении;successful;;6990
1104708;704708;2024-07-21 10:59:25;Банковская карта;successful;;48835
1104709;704709;2024-07-21 21:42:43;Банковская карта;successful;;11700
1104710;704710;2024-07-21 20:02:45;Банковская карта;failed;Отклонено банком;128280
1104711;704711;2024-07-21 23:25:55;СБП;successful;;25194
1104712;704712;2024-07-21 20:50:54;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;36567
1104713;704713;2024-07-21 17:51:22;СБП;successful;;24480
1104714;704714;2024-07-21 22:58:27;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;80345
1104715;704715;2024-07-21 16:48:35;Банковская карта;refunded;Заказ отменён клиентом после оплаты;27090
1104716;704716;2024-07-21 09:39:23;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;3157
1104717;704717;2024-07-21 17:48:43;СБП;successful;;27681
1104718;704718;2024-07-21 19:49:25;Банковская карта;successful;;9567
1104719;704719;2024-07-21 17:16:10;Банковская карта;successful;;27170
1104720;704720;2024-07-21 10:54:25;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;25490
1104721;704721;2024-07-21 22:59:32;Рассрочка;successful;;8031
1104722;704722;2024-07-21 22:56:33;ЮMoney;successful;;75490
1104723;704723;2024-07-21 16:40:11;ЮMoney;failed;Недостаточно средств;79567
1104724;704724;2024-07-21 19:01:15;Банковская карта;successful;;11340
1104725;704725;2024-07-21 13:37:29;СБП;successful;;3345
1104726;704726;2024-07-21 12:59:04;Банковская карта;successful;;90615
1104727;704727;2024-07-21 09:27:06;Рассрочка;successful;;3464
1104728;704728;2024-07-21 08:43:38;Банковская карта;refunded;Заказ отменён клиентом после оплаты;9138
1104729;704729;2024-07-21 17:52:20;Банковская карта;successful;;18835
1104730;704730;2024-07-21 16:59:45;СБП;successful;;19440
1104731;704731;2024-07-21 23:04:51;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;40040
1104732;704732;2024-07-21 22:26:36;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;57480
1104733;704733;2024-07-21 13:56:03;Банковская карта;successful;;29741
1104734;704734;2024-07-21 10:54:14;СБП;successful;;1611
1104735;704735;2024-07-21 18:20:20;СБП;successful;;42091
1104736;704736;2024-07-21 10:08:44;Банковская карта;successful;;574
1104737;704737;2024-07-21 13:02:47;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;7990
1104738;704738;2024-07-21 19:46:12;Банковская карта;successful;;3567
1104739;704739;2024-07-21 23:25:13;Наличными при получении;successful;;938
1104740;704740;2024-07-21 12:15:32;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;30180
1104741;704741;2024-07-21 11:23:15;СБП;successful;;990
1104742;704742;2024-07-21 19:42:05;Банковская карта;failed;Ошибка платёжного шлюза;5080
1104743;704743;2024-07-21 17:12:09;СБП;successful;;39728
1104744;704744;2024-07-21 09:18:26;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;6079
1104745;704745;2024-07-22 12:53:23;Наличными при получении;successful;;2341
1104746;704746;2024-07-22 19:43:04;СБП;successful;;18490
1104747;704747;2024-07-22 17:47:23;Банковская карта;successful;;3080
1104748;704748;2024-07-22 08:43:44;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;9724
1104749;704749;2024-07-22 11:20:41;Банковская карта;successful;;74691
1104750;704750;2024-07-22 13:19:35;Наличными при получении;successful;;32551
1104751;704751;2024-07-22 15:34:06;СБП;successful;;26056
1104752;704752;2024-07-22 20:33:27;Наличными при получении;successful;;89768
1104753;704753;2024-07-22 20:54:23;Банковская карта;successful;;17811
1104754;704754;2024-07-22 15:05:09;Банковская карта;refunded;;18716
1104755;704755;2024-07-22 09:45:43;СБП;successful;;26080
1104756;704756;2024-07-22 15:23:39;СБП;successful;;3280
1104757;704757;2024-07-22 17:31:55;СБП;successful;;73690
1104758;704758;2024-07-22 13:42:25;СБП;successful;;40725
1104759;704759;2024-07-22 16:37:01;СБП;successful;;67411
1104760;704760;2024-07-22 09:15:26;СБП;successful;;19090
1104761;704761;2024-07-22 19:54:38;ЮMoney;successful;;6175
1104762;704762;2024-07-22 17:20:10;ЮMoney;successful;;57090
1104763;704763;2024-07-22 18:10:58;Наличными при получении;failed;Недостаточно средств;45475
1104764;704764;2024-07-22 12:06:27;СБП;successful;;53305
1104765;704765;2024-07-22 11:44:55;СБП;successful;;24345
1104766;704766;2024-07-23 17:51:50;Рассрочка;successful;;28959
1104767;704767;2024-07-23 08:44:06;Банковская карта;failed;Пользователь отменил оплату;23756
1104768;704768;2024-07-23 13:17:32;Банковская карта;successful;;30285
1104769;704769;2024-07-23 15:20:00;Банковская карта;successful;;69345
1104770;704770;2024-07-23 21:59:30;Банковская карта;successful;;66380
1104771;704771;2024-07-23 18:52:01;Банковская карта;successful;;7821
1104772;704772;2024-07-23 21:28:44;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;1810
1104773;704773;2024-07-23 22:21:24;Наличными при получении;successful;;2595
1104774;704774;2024-07-23 20:25:48;Рассрочка;successful;;1241
1104775;704775;2024-07-23 10:51:38;Банковская карта;successful;;1990
1104776;704776;2024-07-23 16:28:31;Банковская карта;successful;;1541
1104777;704777;2024-07-23 20:48:29;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;9352
1104778;704778;2024-07-23 11:46:01;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;113230
1104779;704779;2024-07-23 11:36:55;Наличными при получении;successful;;1906
1104780;704780;2024-07-23 11:36:41;Банковская карта;successful;;34790
1104781;704781;2024-07-23 11:00:03;Банковская карта;successful;;57157
1104782;704782;2024-07-23 14:44:12;Банковская карта;successful;;3966
1104783;704783;2024-07-23 12:23:49;Рассрочка;successful;;1135
1104784;704784;2024-07-23 23:02:32;Банковская карта;successful;;55513
1104785;704785;2024-07-23 16:49:12;СБП;failed;Ошибка платёжного шлюза;66646
1104786;704786;2024-07-23 20:15:33;Рассрочка;successful;;6990
1104787;704787;2024-07-23 16:42:05;Банковская карта;refunded;Заказ отменён клиентом после оплаты;13880
1104788;704788;2024-07-23 08:27:45;Банковская карта;successful;;6370
1104789;704789;2024-07-23 17:46:02;Рассрочка;successful;;1281
1104790;704790;2024-07-24 16:53:12;СБП;successful;;59486
1104791;704791;2024-07-24 19:10:31;СБП;successful;;12465
1104792;704792;2024-07-24 20:48:18;Наличными при получении;successful;;36511
1104793;704793;2024-07-24 16:57:35;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;20573
1104794;704794;2024-07-24 15:53:44;Наличными при получении;successful;;2706
1104795;704795;2024-07-24 22:04:34;Банковская карта;successful;;6805
1104796;704796;2024-07-24 17:38:09;Наличными при получении;successful;;2705
1104797;704797;2024-07-24 20:14:06;Банковская карта;successful;;4380
1104798;704798;2024-07-24 18:57:14;СБП;successful;;1480
1104799;704799;2024-07-24 14:31:40;Банковская карта;successful;;45562
1104800;704800;2024-07-24 23:04:55;СБП;successful;;12480
1104801;704801;2024-07-24 18:54:30;СБП;successful;;41211
1104802;704802;2024-07-24 16:18:10;Банковская карта;failed;Отклонено банком;505
1104803;704803;2024-07-24 17:52:50;СБП;successful;;5180
1104804;704804;2024-07-24 19:10:02;СБП;successful;;1935
1104805;704805;2024-07-24 18:21:02;Рассрочка;successful;;29835
1104806;704806;2024-07-24 15:30:39;Банковская карта;successful;;110980
1104807;704807;2024-07-24 13:20:48;Банковская карта;successful;;1274
1104808;704808;2024-07-24 15:35:18;Наличными при получении;successful;;68417
1104809;704809;2024-07-24 21:03:46;Банковская карта;successful;;6090
1104810;704810;2024-07-24 11:33:01;Рассрочка;successful;;36639
1104811;704811;2024-07-24 18:27:02;Банковская карта;successful;;68776
1104812;704812;2024-07-24 23:10:05;СБП;successful;;90170
1104813;704813;2024-07-24 16:32:58;ЮMoney;successful;;67039
1104814;704814;2024-07-24 20:08:27;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;40345
1104815;704815;2024-07-24 13:05:52;Банковская карта;successful;;28727
1104816;704816;2024-07-25 20:55:07;Банковская карта;successful;;25210
1104817;704817;2024-07-25 22:28:17;СБП;successful;;6596
1104818;704818;2024-07-25 19:11:17;СБП;failed;Отклонено банком;38090
1104819;704819;2024-07-25 18:29:17;Банковская карта;successful;;83226
1104820;704820;2024-07-25 19:08:32;Банковская карта;successful;;18420
1104821;704821;2024-07-25 21:15:54;СБП;failed;Недостаточно средств;4631
1104822;704822;2024-07-25 18:51:29;Рассрочка;successful;;47536
1104823;704823;2024-07-25 22:11:09;СБП;successful;;1250
1104824;704824;2024-07-25 15:39:46;ЮMoney;successful;;38290
1104825;704825;2024-07-25 14:31:42;СБП;successful;;4680
1104826;704826;2024-07-25 19:32:50;СБП;successful;;19140
1104827;704827;2024-07-25 22:28:11;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;93675
1104828;704828;2024-07-25 18:47:38;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;40580
1104829;704829;2024-07-25 20:30:09;СБП;successful;;21447
1104830;704830;2024-07-25 19:04:39;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;76805
1104831;704831;2024-07-25 21:34:18;СБП;successful;;1776
1104832;704832;2024-07-25 14:05:18;Банковская карта;successful;;4380
1104833;704833;2024-07-25 14:12:10;СБП;successful;;3857
1104834;704834;2024-07-25 19:31:20;Банковская карта;successful;;5480
1104835;704835;2024-07-25 20:38:02;Банковская карта;successful;;9957
1104836;704836;2024-07-25 16:12:46;СБП;successful;;18056
1104837;704837;2024-07-25 14:16:29;СБП;successful;;60331
1104838;704838;2024-07-25 14:37:58;СБП;successful;;22706
1104839;704839;2024-07-25 17:50:09;СБП;refunded;;26056
1104840;704840;2024-07-25 11:11:02;СБП;successful;;2906
1104841;704841;2024-07-25 11:14:48;Банковская карта;successful;;15030
1104842;704842;2024-07-25 16:00:55;СБП;successful;;13480
1104843;704843;2024-07-26 16:21:35;ЮMoney;successful;;118747
1104844;704844;2024-07-26 18:36:34;Наличными при получении;successful;;31491
1104845;704845;2024-07-26 10:23:06;Банковская карта;successful;;85789
1104846;704846;2024-07-26 12:52:56;Рассрочка;successful;;128366
1104847;704847;2024-07-26 15:54:38;Банковская карта;refunded;Заказ отменён клиентом после оплаты;18136
1104848;704848;2024-07-26 18:01:38;Банковская карта;successful;;75185
1104849;704849;2024-07-26 20:21:50;Рассрочка;failed;Пользователь отменил оплату;6810
1104850;704850;2024-07-26 18:38:49;Наличными при получении;successful;;137401
1104851;704851;2024-07-26 20:21:12;Банковская карта;failed;Отклонено банком;4194
1104852;704852;2024-07-26 14:47:05;СБП;successful;;65180
1104853;704853;2024-07-26 16:14:15;СБП;successful;;3523
1104854;704854;2024-07-26 22:28:35;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;36406
1104855;704855;2024-07-26 08:52:00;Банковская карта;successful;;29080
1104856;704856;2024-07-26 20:31:33;СБП;successful;;33940
1104857;704857;2024-07-26 22:29:24;Наличными при получении;successful;;79724
1104858;704858;2024-07-26 21:12:12;Наличными при получении;successful;;750
1104859;704859;2024-07-26 11:38:05;СБП;successful;;2490
1104860;704860;2024-07-26 18:38:03;Банковская карта;successful;;1036
1104861;704861;2024-07-26 11:56:37;Банковская карта;successful;;90580
1104862;704862;2024-07-27 17:08:32;СБП;successful;;84658
1104863;704863;2024-07-27 18:28:50;Банковская карта;failed;Ошибка платёжного шлюза;36762
1104864;704864;2024-07-27 12:57:48;Банковская карта;failed;Ошибка платёжного шлюза;3380
1104865;704865;2024-07-27 21:55:16;Рассрочка;successful;;33581
1104866;704866;2024-07-27 21:03:13;СБП;successful;;44990
1104867;704867;2024-07-27 20:37:41;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;2900
1104868;704868;2024-07-27 19:48:02;Рассрочка;successful;;35327
1104869;704869;2024-07-27 21:46:44;СБП;successful;;2429
1104870;704870;2024-07-27 17:47:05;Банковская карта;successful;;74856
1104871;704871;2024-07-27 16:58:09;Рассрочка;successful;;39083
1104872;704872;2024-07-27 18:35:17;Банковская карта;failed;Недостаточно средств;23081
1104873;704873;2024-07-27 08:34:41;СБП;successful;;24057
1104874;704874;2024-07-27 20:09:35;СБП;successful;;56080
1104875;704875;2024-07-27 22:40:54;СБП;successful;;57886
1104876;704876;2024-07-27 18:17:36;Наличными при получении;successful;;2334
1104877;704877;2024-07-27 20:19:53;СБП;successful;;3180
1104878;704878;2024-07-27 12:05:32;СБП;failed;Недостаточно средств;18787
1104879;704879;2024-07-27 12:00:12;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;20265
1104880;704880;2024-07-27 19:38:41;Рассрочка;successful;;18687
1104881;704881;2024-07-27 15:52:29;Банковская карта;successful;;33315
1104882;704882;2024-07-27 21:36:23;Банковская карта;failed;Ошибка платёжного шлюза;1835
1104883;704883;2024-07-27 19:30:02;ЮMoney;successful;;32945
1104884;704884;2024-07-27 12:54:18;Банковская карта;successful;;4380
1104885;704885;2024-07-27 15:38:17;СБП;successful;;20809
1104886;704886;2024-07-27 14:14:49;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;26016
1104887;704887;2024-07-27 11:19:49;Рассрочка;successful;;10989
1104888;704888;2024-07-27 16:54:01;СБП;successful;;1761
1104889;704889;2024-07-27 16:55:57;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;81670
1104890;704890;2024-07-28 22:24:13;Банковская карта;successful;;19295
1104891;704891;2024-07-28 12:35:38;Наличными при получении;successful;;19202
1104892;704892;2024-07-28 18:18:52;СБП;successful;;37784
1104893;704893;2024-07-28 20:21:42;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;24567
1104894;704894;2024-07-28 17:09:01;СБП;successful;;1390
1104895;704895;2024-07-28 13:50:21;Наличными при получении;successful;;25276
1104896;704896;2024-07-28 20:08:40;Банковская карта;successful;;32640
1104897;704897;2024-07-28 13:02:10;Наличными при получении;successful;;1482
1104898;704898;2024-07-28 14:22:00;Рассрочка;successful;;28025
1104899;704899;2024-07-28 20:36:23;СБП;successful;;1036
1104900;704900;2024-07-28 17:40:06;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;6345
1104901;704901;2024-07-28 22:38:24;СБП;successful;;51111
1104902;704902;2024-07-28 16:44:48;Банковская карта;successful;;69300
1104903;704903;2024-07-28 21:02:24;СБП;successful;;2517
1104904;704904;2024-07-28 13:40:28;СБП;successful;;67256
1104905;704905;2024-07-28 14:13:13;СБП;successful;;17754
1104906;704906;2024-07-28 17:03:57;Банковская карта;successful;;34180
1104907;704907;2024-07-28 13:55:52;Банковская карта;failed;Пользователь отменил оплату;3621
1104908;704908;2024-07-28 18:24:09;Банковская карта;successful;;4540
1104909;704909;2024-07-28 19:06:25;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;2935
1104910;704910;2024-07-28 10:20:30;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;72090
1104911;704911;2024-07-28 15:39:36;Банковская карта;successful;;16577
1104912;704912;2024-07-28 21:31:09;СБП;successful;;7821
1104913;704913;2024-07-28 20:17:03;СБП;successful;;20691
1104914;704914;2024-07-28 17:16:01;СБП;successful;;11579
1104915;704915;2024-07-28 15:37:57;СБП;failed;Ошибка платёжного шлюза;28053
1104916;704916;2024-07-28 22:35:05;Наличными при получении;successful;;36831
1104917;704917;2024-07-28 15:20:01;СБП;successful;;3535
1104918;704918;2024-07-29 16:23:54;ЮMoney;successful;;64090
1104919;704919;2024-07-29 15:37:16;СБП;successful;;12157
1104920;704920;2024-07-29 08:50:46;Наличными при получении;successful;;23790
1104921;704921;2024-07-29 15:50:54;СБП;successful;;35345
1104922;704922;2024-07-29 15:01:09;Банковская карта;successful;;34540
1104923;704923;2024-07-29 16:11:24;ЮMoney;successful;;33567
1104924;704924;2024-07-29 14:03:36;СБП;successful;;9724
1104925;704925;2024-07-29 14:22:19;СБП;successful;;4956
1104926;704926;2024-07-29 09:57:09;СБП;successful;;51265
1104927;704927;2024-07-29 17:18:43;СБП;failed;Пользователь отменил оплату;4080
1104928;704928;2024-07-29 18:22:09;Банковская карта;failed;Отклонено банком;23777
1104929;704929;2024-07-29 23:56:55;Наличными при получении;successful;;18481
1104930;704930;2024-07-29 11:45:02;СБП;successful;;22668
1104931;704931;2024-07-29 16:35:40;Рассрочка;successful;;65735
1104932;704932;2024-07-29 16:16:38;СБП;successful;;7790
1104933;704933;2024-07-29 15:10:25;Рассрочка;successful;;3870
1104934;704934;2024-07-29 21:20:22;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;25163
1104935;704935;2024-07-29 18:56:09;СБП;successful;;12204
1104936;704936;2024-07-29 10:10:31;СБП;successful;;8490
1104937;704937;2024-07-29 12:50:43;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;5080
1104938;704938;2024-07-29 20:55:50;СБП;successful;;69335
1104939;704939;2024-07-29 18:34:28;СБП;successful;;41680
1104940;704940;2024-07-29 15:10:51;Банковская карта;successful;;10516
1104941;704941;2024-07-29 09:54:04;СБП;successful;;39345
1104942;704942;2024-07-29 23:29:13;Банковская карта;refunded;Заказ отменён клиентом после оплаты;25035
1104943;704943;2024-07-29 15:24:59;СБП;successful;;34425
1104944;704944;2024-07-29 17:27:46;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;36567
1104945;704945;2024-07-29 12:00:32;СБП;successful;;28935
1104946;704946;2024-07-29 23:07:54;СБП;successful;;2480
1104947;704947;2024-07-29 16:44:49;СБП;successful;;35921
1104948;704948;2024-07-30 16:54:24;Банковская карта;successful;;13157
1104949;704949;2024-07-30 17:51:23;Банковская карта;refunded;;66680
1104950;704950;2024-07-30 17:11:19;Банковская карта;successful;;10500
1104951;704951;2024-07-30 13:43:19;Банковская карта;successful;;19106
1104952;704952;2024-07-30 19:13:40;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;3990
1104953;704953;2024-07-30 10:20:26;Наличными при получении;successful;;7935
1104954;704954;2024-07-30 19:19:03;СБП;successful;;4480
1104955;704955;2024-07-30 14:47:01;СБП;successful;;58861
1104956;704956;2024-07-30 20:08:15;Банковская карта;successful;;21820
1104957;704957;2024-07-30 10:13:11;Рассрочка;successful;;1447
1104958;704958;2024-07-30 15:38:38;Наличными при получении;successful;;21427
1104959;704959;2024-07-30 19:20:22;ЮMoney;successful;;58430
1104960;704960;2024-07-30 15:20:14;Банковская карта;successful;;6166
1104961;704961;2024-07-30 16:41:36;Банковская карта;successful;;6291
1104962;704962;2024-07-30 20:19:14;Рассрочка;failed;Пользователь отменил оплату;43158
1104963;704963;2024-07-30 17:11:00;Наличными при получении;successful;;17935
1104964;704964;2024-07-30 16:44:19;Наличными при получении;successful;;37516
1104965;704965;2024-07-31 09:02:13;Наличными при получении;successful;;28676
1104966;704966;2024-07-31 18:34:29;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;33905
1104967;704967;2024-07-31 16:54:28;Банковская карта;successful;;3380
1104968;704968;2024-07-31 09:03:19;СБП;successful;;46245
1104969;704969;2024-07-31 23:48:22;Наличными при получении;successful;;52401
1104970;704970;2024-07-31 16:07:18;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;27480
1104971;704971;2024-07-31 19:29:25;Банковская карта;successful;;112581
1104972;704972;2024-07-31 12:16:52;СБП;successful;;2801
1104973;704973;2024-07-31 18:05:51;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;69480
1104974;704974;2024-07-31 15:42:10;Банковская карта;failed;Отклонено банком;13826
1104975;704975;2024-07-31 11:02:22;Банковская карта;successful;;1090
1104976;704976;2024-07-31 21:12:55;СБП;successful;;73990
1104977;704977;2024-07-31 22:47:05;Банковская карта;refunded;;31871
1104978;704978;2024-07-31 20:05:11;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;25345
1104979;704979;2024-07-31 12:19:49;Банковская карта;successful;;39835
1104980;704980;2024-07-31 10:38:32;СБП;successful;;2940
1104981;704981;2024-07-31 17:55:59;СБП;successful;;1181
1104982;704982;2024-07-31 20:48:51;Рассрочка;successful;;25370
1104983;704983;2024-07-31 15:30:41;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;50730
1104984;704984;2024-07-31 18:51:37;Наличными при получении;successful;;26101
1104985;704985;2024-07-31 17:19:12;Банковская карта;successful;;8980
1104986;704986;2024-07-31 12:19:06;Банковская карта;successful;;9878
1104987;704987;2024-07-31 17:06:05;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;29349
1104988;704988;2024-07-31 15:16:14;СБП;refunded;Заказ отменён клиентом после оплаты;40500
1104989;704989;2024-07-31 10:42:48;Банковская карта;successful;;39541
1104990;704990;2024-08-01 12:10:20;СБП;successful;;142302
1104991;704991;2024-08-01 18:37:22;СБП;successful;;1874
1104992;704992;2024-08-01 13:57:44;ЮMoney;failed;Недостаточно средств;68375
1104993;704993;2024-08-01 14:56:10;Наличными при получении;successful;;22491
1104994;704994;2024-08-01 21:03:05;Рассрочка;failed;Пользователь отменил оплату;108495
1104995;704995;2024-08-01 21:44:22;Рассрочка;successful;;10581
1104996;704996;2024-08-01 12:53:16;ЮMoney;successful;;5216
1104997;704997;2024-08-01 21:27:22;СБП;successful;;2081
1104998;704998;2024-08-01 09:24:13;Банковская карта;failed;Пользователь отменил оплату;4775
1104999;704999;2024-08-01 17:50:21;ЮMoney;successful;;2415
1105000;705000;2024-08-01 18:31:15;Банковская карта;successful;;21180
1105001;705001;2024-08-01 16:35:42;Банковская карта;failed;Недостаточно средств;83564
1105002;705002;2024-08-01 20:50:29;Банковская карта;failed;Пользователь отменил оплату;11735
1105003;705003;2024-08-01 10:09:27;СБП;successful;;1324
1105004;705004;2024-08-01 21:43:17;Банковская карта;successful;;1835
1105005;705005;2024-08-01 09:40:15;СБП;successful;;904
1105006;705006;2024-08-01 22:29:11;Банковская карта;successful;;34202
1105007;705007;2024-08-01 14:33:03;Банковская карта;successful;;44314
1105008;705008;2024-08-01 22:01:49;Наличными при получении;successful;;99454
1105009;705009;2024-08-01 13:42:51;СБП;successful;;43795
1105010;705010;2024-08-01 13:28:24;Рассрочка;successful;;39440
1105011;705011;2024-08-01 17:53:39;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;27980
1105012;705012;2024-08-01 12:52:13;Банковская карта;failed;Ошибка 3-D Secure / тайм-аут;42351
1105013;705013;2024-08-01 08:39:27;Наличными при получении;successful;;113790
1105014;705014;2024-08-01 11:55:56;ЮMoney;successful;;24944
1105015;705015;2024-08-01 11:38:27;СБП;successful;;61951
1105016;705016;2024-08-01 10:36:50;Рассрочка;successful;;5602
1105017;705017;2024-08-01 19:26:43;СБП;refunded;;73490
1105018;705018;2024-08-01 12:13:53;Банковская карта;failed;Пользователь отменил оплату;7480
1105019;705019;2024-08-01 13:06:16;СБП;successful;;119121
1105020;705020;2024-08-02 11:25:17;Банковская карта;successful;;44180
1105021;705021;2024-08-02 14:12:42;Наличными при получении;successful;;24580
1105022;705022;2024-08-02 21:18:57;Рассрочка;failed;Пользователь отменил оплату;64996
1105023;705023;2024-08-02 14:48:55;Рассрочка;failed;Недостаточно средств;72789
